상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번주소,도로명코드,도로명,건물관리번호,도로명주소,우편번호,층정보
MA010120220807030052,쥬씨충주,교통대점,I2,음식,I212,비알코올,I21201,카페,I56229,기타 비알코올 음료점업,43,충청북도,43130,충주시,43130335,대소원면,4313033529,대소원면,4.3130335291035e+18,1,대지,충청북도 충주시 대소원면 검단리 350-58,431303238012,충청북도 충주시 대소원면 대학로,4.3130330291035e+24,충청북도 충주시 대소원면 대학로 20,27470.0,2.0
MA010120220810898295,바이온,코리아,M1,과학·기술,M105,광고,M10501,광고 대행업,M71310,광고 대행업,43,충청북도,43114,청주시 청원구,43114530,내덕2동,4311410200,내덕동,4.31141020010201e+18,1,대지,충청북도 청주시 청원구 내덕동 201-1,431143236027,충청북도 청주시 청원구 상당로,4.31111140010201e+24,충청북도 청주시 청원구 상당로 314,28501.0,3.0
MA010120220806332600,푸른,골프연습장,R1,예술·스포츠,R103,스포츠 서비스,R10311,골프 연습장,R91136,골프 연습장 운영업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.3111124001165496e+18,1,대지,충청북도 청주시 상당구 용암동 1655,431114508001,충청북도 청주시 상당구 1순환로1253번길,4.31111240011655e+24,충청북도 청주시 상당구 1순환로1253번길 18,28776.0,3.0
MA010120220806898000,맘스터치,성안점,I2,음식,I210,기타 간이,I21004,버거,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43111,청주시 상당구,43111545,성안동,4311110900,서문동,4.3111109001002496e+18,1,대지,충청북도 청주시 상당구 서문동 25-2,431114508335,충청북도 청주시 상당구 상당로81번길,4.31111090010025e+24,충청북도 청주시 상당구 상당로81번길 57,28527.0,1.0
MA010120220805603980,연세우유청주특판,대리점,G2,소매,G206,음료 소매,G20604,우유 소매업,G47221,음료 소매업,43,충청북도,43112,청주시 서원구,43112560,분평동,4311211100,장성동,4.31121110010015e+18,1,대지,충청북도 청주시 서원구 장성동 15-14,431123237014,충청북도 청주시 서원구 궁뜰로,4.31131420010015e+24,충청북도 청주시 서원구 궁뜰로 72,28803.0,1.0
MA010120220812158876,용우동,동남점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.31111240013076e+18,1,대지,충청북도 청주시 상당구 용암동 3076,431113236055,충청북도 청주시 상당구 중고개로,4.31111240013076e+24,충청북도 청주시 상당구 중고개로 137,28808.0,1.0
MA010120220812620259,씨유청주미원,로드점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43111,청주시 상당구,43111320,미원면,4311132021,미원면,4.31113202110438e+18,1,대지,충청북도 청주시 상당구 미원면 미원리 438-24,431113236065,충청북도 청주시 상당구 미원면 단재로,4.37103202100438e+24,충청북도 청주시 상당구 미원면 단재로 2412,28199.0,1.0
MA010120220811653977,엔씨오프리미츠,백화점,G2,소매,G209,섬유·의복·신발 소매,G20902,여성 의류 소매업,G47412,여자용 겉옷 소매업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.31131130011416e+18,1,대지,충청북도 청주시 흥덕구 가경동 1416-3,431133014065,충청북도 청주시 흥덕구 2순환로,4.31131130011416e+24,충청북도 청주시 흥덕구 2순환로 1233,28396.0,2.0
MA010120220810271742,홍루이젠충주,호암점,I2,음식,I210,기타 간이,I21003,피자,I56192,피자; 햄버거; 샌드위치 및 유사 음식점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4.3130107001119094e+18,1,대지,충청북도 충주시 호암동 1191,431303352070,충청북도 충주시 호암토성2로,4.31301070011191e+24,충청북도 충주시 호암토성2로 1,27480.0,1.0
MA010120220805570357,안경나라,하복대점,G2,소매,G216,안경·정밀기기 소매,G21602,안경렌즈 소매업,G47822,안경 및 렌즈 소매업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.3113114001292897e+18,1,대지,충청북도 청주시 흥덕구 복대동 2929,431133237081,충청북도 청주시 흥덕구 진재로,4.31131140012929e+24,충청북도 청주시 흥덕구 진재로 50,28420.0,1.0
MA010120220810130432,순두부연마루,전문점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.31131130011492e+18,1,대지,충청북도 청주시 흥덕구 가경동 1492-4,431133237074,충청북도 청주시 흥덕구 장구봉로,4.31131130011492e+24,충청북도 청주시 흥덕구 장구봉로 8-1,28405.0,1.0
MA010120220811894703,방가삼대얼큰한뼈해장국,호암점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4.31301070011212e+18,1,대지,충청북도 충주시 호암동 1212,431303352069,충청북도 충주시 사천개로,4.31301070011212e+24,충청북도 충주시 사천개로 40,27480.0,1.0
MA010120220805952346,씨유율량,칸타빌점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43114,청주시 청원구,43114550,오근장동,4311410500,주성동,4.31141050010335e+18,1,대지,충청북도 청주시 청원구 주성동 335,431143349124,충청북도 청주시 청원구 율량로,4.31111310010113e+24,충청북도 청주시 청원구 율량로 103,28317.0,1.0
MA010120220808059933,오븐에빠진닭,첨단점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43130,충주시,43130335,대소원면,4313033531,대소원면,4.31303353111072e+18,1,대지,충청북도 충주시 대소원면 본리 1072,431304515347,충청북도 충주시 대소원면 첨단쉼터3길,4.31303353111072e+24,충청북도 충주시 대소원면 첨단쉼터3길 17-9,27466.0,1.0
MA010120220806683003,홈플러스익스프레스청주,용암점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.31111240011592e+18,1,대지,충청북도 청주시 상당구 용암동 1592-2,431113236049,충청북도 청주시 상당구 월평로,4.31111240011592e+24,충청북도 청주시 상당구 월평로 174,28776.0,1.0
MA010120220806318424,신전떡볶이,사천점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4.31141030011178e+18,1,대지,충청북도 청주시 청원구 율량동 1178,431144508259,충청북도 청주시 청원구 사뜸로67번길,4.31111150011178e+24,충청북도 청주시 청원구 사뜸로67번길 24,28340.0,1.0
MA010120220806582413,이디야충주한스,타워점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43130,충주시,43130540,교현2동,4313010500,교현동,4.3130105001053906e+18,1,대지,충청북도 충주시 교현동 539-1,431302238002,충청북도 충주시 국원대로,4.31301050010539e+24,충청북도 충주시 국원대로 107,27364.0,1.0
MA010120220809706456,수내닭꼬치,사천점,I2,음식,I201,한식,I20110,닭/오리고기 구이/찜,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410400,사천동,4.31141040010432e+18,1,대지,충청북도 청주시 청원구 사천동 432-5,431144508588,충청북도 청주시 청원구 율봉로30번길,4.31111160010432e+24,충청북도 청주시 청원구 율봉로30번길 2,28346.0,1.0
MA010120220805587022,아리따움청주,하복대점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.3113114001246305e+18,1,대지,충청북도 청주시 흥덕구 복대동 2463,431133237081,충청북도 청주시 흥덕구 진재로,4.31131140012463e+24,충청북도 청주시 흥덕구 진재로 55,28416.0,1.0
MA010120220809872871,맘스핸즈셀프빨래방충주,신도시점,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,43,충청북도,43130,충주시,43130385,중앙탑면,4313038526,중앙탑면,4.31303852610979e+18,1,대지,충청북도 충주시 중앙탑면 용전리 979,431304515561,충청북도 충주시 중앙탑면 원앙6길,4.31303852610979e+24,충청북도 충주시 중앙탑면 원앙6길 2,27465.0,1.0
MA010120220813707825,브이아이피라운지홀덤펍,충북대점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4.3112102001041295e+18,1,대지,충청북도 청주시 서원구 사창동 413-1,431124512177,충청북도 청주시 서원구 1순환로704번길,4.31131020010413e+24,충청북도 청주시 서원구 1순환로704번길 78,28643.0,2.0
MA010120220811772150,메가엠지씨커피청주,하복대점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.3113114001295606e+18,1,대지,충청북도 청주시 흥덕구 복대동 2956,431133237081,충청북도 청주시 흥덕구 진재로,4.31131140012956e+24,충청북도 청주시 흥덕구 진재로 44,28420.0,1.0
MA010120220814250423,크록스현대,충청점,G2,소매,G209,섬유·의복·신발 소매,G20910,신발 소매업,G47430,신발 소매업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.3113114001338e+18,1,대지,충청북도 청주시 흥덕구 복대동 3380,431133236058,충청북도 청주시 흥덕구 직지대로,4.31131140010584e+24,충청북도 청주시 흥덕구 직지대로 308,28424.0,1.0
MA010120220803843297,대학로오징어보쌈,율량점,I2,음식,I201,한식,I20111,횟집,I56114,한식 해산물 요리 전문점,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4.3114103001207296e+18,1,대지,충청북도 청주시 청원구 율량동 2073,431143236001,충청북도 청주시 청원구 1순환로,4.31141030012073e+24,충청북도 청주시 청원구 1순환로 134,28320.0,1.0
MA010120220807149982,우아한만두,개신점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56112,한식 면 요리 전문점,43,충청북도,43112,청주시 서원구,43112590,성화.개신.죽림동,4311210900,개신동,4.311210900107e+18,1,대지,충청북도 청주시 서원구 개신동 700,431123237030,충청북도 청주시 서원구 복대로,4.311311100107e+24,충청북도 청주시 서원구 복대로 7,28612.0,1.0
MA010120220805582457,원할머니보쌈&박가부대찌개청주,운천점,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113700,운천.신봉동,4311310400,운천동,4.3113104001157094e+18,1,대지,충청북도 청주시 흥덕구 운천동 1571,431133237036,충청북도 청주시 흥덕구 사운로,4.31131040011571e+24,충청북도 청주시 흥덕구 사운로 204,28469.0,1.0
MA010120220805167206,밀면,해운대,I2,음식,I201,한식,I20106,냉면/밀면,I56112,한식 면 요리 전문점,43,충청북도,43111,청주시 상당구,43111340,남일면,4311134022,남일면,4.3111340221016294e+18,1,대지,충청북도 청주시 상당구 남일면 효촌리 163-2,431114520412,충청북도 청주시 상당구 남일면 신송효촌길,4.31113402210163e+24,충청북도 청주시 상당구 남일면 신송효촌길 132,28187.0,1.0
MA010120220800889959,해피세탁,전문점,S2,수리·개인,S209,세탁,S20901,세탁소,S96912,가정용 세탁업,43,충청북도,43130,충주시,43130630,연수동,4313011800,연수동,4.31301180010595e+18,1,대지,충청북도 충주시 연수동 595-2,431303238002,충청북도 충주시 갱고개로,4.31301180010595e+24,충청북도 충주시 갱고개로 222,27343.0,1.0
MA010120220812706951,워시프렌즈셀프빨래방충주,호암점,S2,수리·개인,S209,세탁,S20902,셀프 빨래방,S96912,가정용 세탁업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4.3130107001013294e+18,1,대지,충청북도 충주시 호암동 133-13,431303238085,충청북도 충주시 호암중앙2로,4.31301070010133e+24,충청북도 충주시 호암중앙2로 21,27481.0,1.0
MA010120220813386160,딩동청주,오창점,G2,소매,G221,기타 상품 소매,G22199,그 외 기타 상품 전문 소매업,G47859,그 외 기타 분류 안된 상품 전문 소매업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4.3114253451079096e+18,1,대지,충청북도 청주시 청원구 오창읍 양청리 791-4,431143240075,충청북도 청주시 청원구 오창읍 중심상업1로,4.37102534510791e+24,충청북도 청주시 청원구 오창읍 중심상업1로 8-46,28120.0,1.0
MA010120220811191417,킹콩부대찌개충북,제천점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56111,한식 일반 음식점업,43,충청북도,43150,제천시,43150510,교동,4315011600,장락동,4.3150116001054894e+18,1,대지,충청북도 제천시 장락동 549-1,431504844153,충청북도 제천시 죽하로11안길,4.31501160010549e+24,충청북도 제천시 죽하로11안길 31,27144.0,1.0
MA010120220810449213,한우마을,오창점,G2,소매,G205,식료품 소매,G20503,정육점,G47212,육류 소매업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425344,오창읍,4.31142534410648e+18,1,대지,충청북도 청주시 청원구 오창읍 각리 648-4,431143240063,충청북도 청주시 청원구 오창읍 오창중앙로,4.37102534400648e+24,충청북도 청주시 청원구 오창읍 오창중앙로 115-4,28123.0,1.0
MA010120220804688130,한양시래기명태조림,복대점,I2,음식,I201,한식,I20112,해산물 구이/찜,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113741,복대1동,4311311400,복대동,4.3113114001048893e+18,1,대지,충청북도 청주시 흥덕구 복대동 489-1,431133237078,충청북도 청주시 흥덕구 죽천로,4.31131140010489e+24,충청북도 청주시 흥덕구 죽천로 73-1,28426.0,1.0
MA010120220804783352,씨유청주,복대점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43113,청주시 흥덕구,43113742,복대2동,4311311400,복대동,4.31131140010162e+18,1,대지,충청북도 청주시 흥덕구 복대동 162-4,431134512178,충청북도 청주시 흥덕구 내수동로12번길,4.31131140010162e+24,충청북도 청주시 흥덕구 내수동로12번길 6,28595.0,1.0
MA010120220806327965,세운,대리점,G2,소매,G208,가전·통신 소매,G20802,핸드폰 소매업,G47312,통신기기 소매업,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4.3112102001025695e+18,1,대지,충청북도 청주시 서원구 사창동 257-1,431123236001,충청북도 청주시 서원구 1순환로,4.31131020010257e+24,충청북도 청주시 서원구 1순환로 661,28647.0,1.0
MA010120220805594132,찰스리헤어테크청주가경,터미널점,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.3113113001141494e+18,1,대지,충청북도 청주시 흥덕구 가경동 1415,431133237093,충청북도 청주시 흥덕구 풍산로,4.31131130011415e+24,충청북도 청주시 흥덕구 풍산로 23,28395.0,2.0
MA010120220810888404,미식가닭,본점,I2,음식,I201,한식,I20101,백반/한정식,I56111,한식 일반 음식점업,43,충청북도,43111,청주시 상당구,43111720,용암1동,4311112400,용암동,4.31111240011112e+18,1,대지,충청북도 청주시 상당구 용암동 1112,431114508504,충청북도 청주시 상당구 용암로103번길,4.31111240011112e+24,충청북도 청주시 상당구 용암로103번길 4,28771.0,1.0
MA010120220812697599,픽미픽미아이스크림,제천점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47216,빵류; 과자류 및 당류 소매업,43,충청북도,43150,제천시,43150605,화산동,4315012100,강제동,4.31501210010808e+18,1,대지,충청북도 제천시 강제동 808,431504844161,충청북도 제천시 강저로12길,4.31501210010808e+24,충청북도 제천시 강저로12길 3,27200.0,1.0
MA010120220814223435,투썸플레이스,비하점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311313800,비하동,4.3113138001022e+18,1,대지,충청북도 청주시 흥덕구 비하동 220-1,431133014065,충청북도 청주시 흥덕구 2순환로,4.3113138001022e+24,충청북도 청주시 흥덕구 2순환로 1112,28363.0,1.0
MA010120220802684404,햇살머믄꼬마김밥,봉명점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43112,청주시 서원구,43112530,사창동,4311210200,사창동,4.31121020010134e+18,1,대지,충청북도 청주시 서원구 사창동 134-10,431124512168,충청북도 청주시 서원구 1순환로634번길,4.31131020010134e+24,충청북도 청주시 서원구 1순환로634번길 38,28574.0,1.0
MA010120220813067909,드림오피스청주동화상사,시청점,G2,소매,G213,오락용품 소매,G21302,문구/회화용품 소매업,G47612,문구용품 및 회화용품 소매업,43,충청북도,43111,청주시 상당구,43111525,중앙동,4311110300,북문로2가,4.31111030010116e+18,1,대지,충청북도 청주시 상당구 북문로2가 116-143,431113236027,충청북도 청주시 상당구 상당로,4.31111030010116e+24,충청북도 청주시 상당구 상당로 174-1,28509.0,4.0
MA010120220805297010,돈쫄돈개신,가경점,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43112,청주시 서원구,43112590,성화.개신.죽림동,4311210900,개신동,4.3112109001054694e+18,1,대지,충청북도 청주시 서원구 개신동 547,431123237074,충청북도 청주시 서원구 장구봉로,4.31131110010547e+24,충청북도 청주시 서원구 장구봉로 134,28609.0,1.0
MA010120220805603976,유니베라청주가경,대리점,G2,소매,G215,의약·화장품 소매,G21503,화장품 소매업,G47813,화장품; 비누 및 방향제 소매업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.3113113001149e+18,1,대지,충청북도 청주시 흥덕구 가경동 1490-10,431133237074,충청북도 청주시 흥덕구 장구봉로,4.3113113001149e+24,충청북도 청주시 흥덕구 장구봉로 57-1,28402.0,2.0
MA010120220805595964,수선실,롯데아울렛,S2,수리·개인,S206,기타 가정용품 수리,S20601,의류/이불 수선업,S95391,의복 및 기타 가정용 직물제품 수리업,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311313800,비하동,4.31131380010811e+18,1,대지,충청북도 청주시 흥덕구 비하동 811,431133014065,충청북도 청주시 흥덕구 2순환로,4.31131380010332e+24,충청북도 청주시 흥덕구 2순환로 1004,28360.0,3.0
MA010120220804330199,언더아머청주점,롯데아울렛,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311313800,비하동,4.31131380010811e+18,1,대지,충청북도 청주시 흥덕구 비하동 811,431133014065,충청북도 청주시 흥덕구 2순환로,4.31131380010332e+24,충청북도 청주시 흥덕구 2순환로 1004,28360.0,3.0
MA010120220806641629,스터디카페언제나;봄,분평점,R1,예술·스포츠,R102,도서관·사적지,R10202,독서실/스터디 카페,R90212,독서실 운영업,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210600,분평동,4.3112106001124895e+18,1,대지,충청북도 청주시 서원구 분평동 1249,431123236049,충청북도 청주시 서원구 월평로,4.31131080011249e+24,충청북도 청주시 서원구 월평로 28,28796.0,2.0
MA010120220809364613,서울우동집,중앙점,I2,음식,I203,일식,I20303,일식 면 요리,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43745,증평군,43745250,증평읍,4374525023,증평읍,4.37452502310014e+18,1,대지,충청북도 증평군 증평읍 중동리 14-2,437453244026,충청북도 증평군 증평읍 중앙로,4.37452502310014e+24,충청북도 증평군 증평읍 중앙로 207,27927.0,1.0
MA010120220806306701,땅스부대찌개청주육거리,시장점,I2,음식,I201,한식,I20102,국/탕/찌개류,I56199,간이 음식 포장 판매 전문점,43,충청북도,43111,청주시 상당구,43111545,성안동,4311111100,석교동,4.31111110010126e+18,1,대지,충청북도 청주시 상당구 석교동 126-47,431114508309,충청북도 청주시 상당구 상당로1번길,4.31111110010126e+24,충청북도 청주시 상당구 상당로1번길 17-1,28534.0,1.0
MA010120220805015059,충주점올젠,모다아울렛,G2,소매,G209,섬유·의복·신발 소매,G20901,남성 의류 소매업,G47411,남자용 겉옷 소매업,43,충청북도,43130,충주시,43130605,달천동,4313011400,달천동,4.31301140010786e+18,1,대지,충청북도 충주시 달천동 786-3,431302246001,충청북도 충주시 중원대로,4.31301140010786e+24,충청북도 충주시 중원대로 3683,27476.0,1.0
MA010120220803254055,아이.엘.에이,금왕점,G2,소매,G204,종합 소매,G20404,슈퍼마켓,G47121,슈퍼마켓,43,충청북도,43770,음성군,43770253,금왕읍,4377025321,금왕읍,4.3770253211066296e+18,1,대지,충청북도 음성군 금왕읍 무극리 663-1,437704541594,충청북도 음성군 금왕읍 탑골1길,4.37702532110663e+24,충청북도 음성군 금왕읍 탑골1길 1,27633.0,1.0
MA010120220812684949,또래오래,분평점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43112,청주시 서원구,43112550,산남동,4311210600,분평동,4.31121060010244e+18,1,대지,충청북도 청주시 서원구 분평동 244-6,431124511941,충청북도 청주시 서원구 청남로2005번길,4.31131080010244e+24,충청북도 청주시 서원구 청남로2005번길 18,28700.0,1.0
MA010120220813420717,헤어,데일리,S2,수리·개인,S207,이용·미용,S20701,미용실,S96112,두발 미용업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410400,사천동,4.31141040010717e+18,1,대지,충청북도 청주시 청원구 사천동 717,431143236023,충청북도 청주시 청원구 사뜸로,4.31141040010717e+24,충청북도 청주시 청원구 사뜸로 100-8,28337.0,1.0
MA010120220813137310,신전떡볶이,옥산점,I2,음식,I210,기타 간이,I21007,김밥/만두/분식,I56194,김밥 및 기타 간이 음식점업,43,충청북도,43113,청주시 흥덕구,43113320,옥산면,4311332025,옥산면,4.31133202510463e+18,1,대지,충청북도 청주시 흥덕구 옥산면 가락리 463-5,431134520010,충청북도 청주시 흥덕구 옥산면 가락길,4.31133202510463e+24,충청북도 청주시 흥덕구 옥산면 가락길 31,28113.0,1.0
MA010120220804403938,프로스펙스에버세이브청주,직영점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210500,미평동,4.31121050010028e+18,1,대지,충청북도 청주시 서원구 미평동 28,431124511938,충청북도 청주시 서원구 청남로1936번길,4.31131070010031e+24,충청북도 청주시 서원구 청남로1936번길 2,28802.0,2.0
MA010120220813839681,컴포즈커피충주,호암점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4.3130107001098895e+18,1,대지,충청북도 충주시 호암동 989,431304856104,충청북도 충주시 호암수청1로,4.31301070010989e+24,충청북도 충주시 호암수청1로 55,27502.0,1.0
MA010120220803019194,월미당,율량점,I2,음식,I205,동남아시아,I20501,베트남식 전문,I56129,기타 외국식 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4.31141030010894e+18,1,대지,충청북도 청주시 청원구 율량동 894,431143236064,충청북도 청주시 청원구 공항로,4.31111150010894e+24,충청북도 청주시 청원구 공항로 126,28330.0,1.0
MA010120220811820361,간이역,사천점,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410400,사천동,4.3114104001043697e+18,1,대지,충청북도 청주시 청원구 사천동 437-14,431143236050,충청북도 청주시 청원구 율봉로,4.31111160010437e+24,충청북도 청주시 청원구 율봉로 34,28346.0,1.0
MA010120220811820737,스쿨룩스,옥천점,G2,소매,G209,섬유·의복·신발 소매,G20905,기타 의류 소매업,G47419,기타 의복 소매업,43,충청북도,43730,옥천군,43730250,옥천읍,4373025036,옥천읍,4.37302503610018e+18,1,대지,충청북도 옥천군 옥천읍 금구리 18-28,437303242048,충청북도 옥천군 옥천읍 중앙로,4.37302503610018e+24,충청북도 옥천군 옥천읍 중앙로 48-1,29046.0,2.0
MA010120220810165961,씨유청주한국,병원점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,43,충청북도,43111,청주시 상당구,43111670,영운동,4311111900,영운동,4.31111190010154e+18,1,대지,충청북도 청주시 상당구 영운동 154-4,431113236037,충청북도 청주시 상당구 영운로,4.31111190010154e+24,충청북도 청주시 상당구 영운로 57,28712.0,1.0
MA010120220812637028,에바돈가츠충주,호암점,I2,음식,I203,일식,I20302,일식 카레/돈가스/덮밥,I56111,한식 일반 음식점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4.3130107001105e+18,1,대지,충청북도 충주시 호암동 1050,431304856104,충청북도 충주시 호암수청1로,4.3130107001105e+24,충청북도 충주시 호암수청1로 29,27502.0,1.0
MA010120220811628679,1978덮밥&볶음밥,율량점,I2,음식,I201,한식,I20199,기타 한식 음식점,I56111,한식 일반 음식점업,43,충청북도,43114,청주시 청원구,43114540,율량.사천동,4311410300,율량동,4.3114103001080095e+18,1,대지,충청북도 청주시 청원구 율량동 801-2,431144508043,충청북도 청주시 청원구 공항로138번길,4.31111150010801e+24,충청북도 청주시 청원구 공항로138번길 29,28328.0,1.0
MA010120220805420491,스마일커피,분평점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43112,청주시 서원구,43112560,분평동,4311210600,분평동,4.31121060011202e+18,1,대지,충청북도 청주시 서원구 분평동 1202-1,431124512135,충청북도 청주시 서원구 1순환로1137번길,4.31131080011202e+24,충청북도 청주시 서원구 1순환로1137번길 123,28792.0,1.0
MA010120220811951442,토드카페,본점,I2,음식,I212,비알코올,I21201,카페,I56221,커피 전문점,43,충청북도,43111,청주시 상당구,43111545,성안동,4311110700,문화동,4.3111107001009295e+18,1,대지,충청북도 청주시 상당구 문화동 93-1,431113236027,충청북도 청주시 상당구 상당로,4.31111070010093e+24,충청북도 청주시 상당구 상당로 66,28516.0,3.0
MA010120220805437953,곱분이곱창,가경점,I2,음식,I201,한식,I20109,곱창 전골/구이,I56113,한식 육류 요리 전문점,43,충청북도,43113,청주시 흥덕구,43113760,강서1동,4311311700,강서동,4.3113117001052e+18,1,대지,충청북도 청주시 흥덕구 강서동 520,431133237045,충청북도 청주시 흥덕구 서현동로,4.3113117001052e+24,충청북도 청주시 흥덕구 서현동로 18,28378.0,1.0
MA010120220811857221,헤드,코리아,M1,과학·기술,M115,기타 전문 과학,M11504,사업/무형 재산권 중개업,N75999,그 외 기타 분류 안된 사업 지원 서비스업,43,충청북도,43113,청주시 흥덕구,43113747,가경동,4311311300,가경동,4.31131130011453e+18,1,대지,충청북도 청주시 흥덕구 가경동 1453-5,431133237093,충청북도 청주시 흥덕구 풍산로,4.31131130011453e+24,충청북도 청주시 흥덕구 풍산로 42,28399.0,3.0
MA010120220803214313,다복향마라탕,오창점,I2,음식,I202,중식,I20202,마라탕/훠궈,I56121,중식 음식점업,43,충청북도,43114,청주시 청원구,43114253,오창읍,4311425345,오창읍,4.3114253451082e+18,1,대지,충청북도 청주시 청원구 오창읍 양청리 820-1,431143240075,충청북도 청주시 청원구 오창읍 중심상업1로,4.3114253451082e+24,충청북도 청주시 청원구 오창읍 중심상업1로 8-9,28120.0,1.0
MA010120220810964497,족발야시장,호암점,I2,음식,I201,한식,I20103,족발/보쌈,I56111,한식 일반 음식점업,43,충청북도,43130,충주시,43130580,호암.직동,4313010700,호암동,4.3130107001013294e+18,1,대지,충청북도 충주시 호암동 133-10,431303238085,충청북도 충주시 호암중앙2로,4.31301070010133e+24,충청북도 충주시 호암중앙2로 15,27481.0,1.0
